date,epiweek,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF
2021-11-07,202145,33,78,78,5,69,1,271,11,19,220,89,199,285,149,86,151,289,0,5,500,150,14,3,39,351,755,174
2021-11-14,202146,82,100,130,4,173,9,475,19,15,178,94,220,279,108,69,160,300,0,24,599,175,14,4,47,465,1165,216
2021-11-21,202147,86,82,120,0,218,3,706,19,11,194,122,204,237,74,59,185,340,0,26,748,228,31,8,59,575,1565,262
2021-11-28,202148,118,164,112,1,389,2,1091,21,37,230,90,186,274,93,75,226,410,0,31,1098,309,47,9,70,805,2047,316
2021-12-05,202149,126,195,134,0,436,5,1361,39,45,266,97,198,224,90,86,241,426,0,28,1436,327,113,16,76,1018,2566,412
2021-12-12,202150,86,229,123,1,255,0,1458,22,38,240,96,188,253,99,79,221,421,0,25,1581,367,158,16,53,896,2159,483
2021-12-19,202151,29,101,83,1,113,0,771,7,3,131,59,142,193,74,28,132,259,0,34,1504,352,102,20,28,622,1029,500
2021-12-26,202152,4,3,6,0,18,0,205,5,0,26,7,30,22,4,0,33,50,0,2,662,178,54,6,5,123,335,232
2022-01-02,202201,253,156,64,1,245,7,1243,35,86,115,53,124,70,65,1,357,585,0,24,1679,111,20,25,65,1061,4349,768
2022-01-09,202202,269,139,71,1,290,9,1169,56,131,101,61,121,78,87,9,404,672,1,30,1814,128,30,37,90,1073,4090,808
2022-01-16,202203,293,181,55,0,274,4,1051,56,142,102,63,161,108,82,3,370,767,0,23,1896,171,21,50,106,1017,4919,954
2022-01-23,202204,255,126,70,0,179,5,1078,39,142,86,49,191,116,72,7,389,776,0,37,1965,180,31,76,137,966,5401,1224
2022-01-30,202205,320,132,87,1,279,4,1114,61,252,170,63,230,138,115,5,554,841,0,53,2765,294,66,117,156,1083,6845,1391
2022-02-06,202206,329,166,94,0,223,10,971,98,332,238,109,265,179,97,13,570,928,0,68,3305,437,167,112,192,1128,7284,1635
2022-02-13,202207,423,126,119,0,217,8,849,103,476,384,119,314,231,109,17,696,1014,0,81,4267,753,322,271,178,1090,6995,1590
2022-02-20,202208,371,105,96,0,163,6,662,98,408,450,178,353,203,98,14,734,1168,0,82,4769,1390,531,625,216,956,6332,1743
2022-02-27,202209,477,157,120,0,242,5,682,177,496,590,263,487,288,135,29,1021,1807,0,133,8348,3011,1598,1603,379,1269,8668,2125
2022-03-06,202210,437,129,126,0,204,8,633,227,819,641,343,505,286,139,12,1148,2268,0,198,11516,5089,3027,3287,483,1281,9365,2586
2022-03-13,202211,476,104,150,1,217,10,630,211,1114,727,502,601,311,124,30,1455,3138,0,228,14381,6569,3716,4445,574,1493,10217,2908
2022-03-20,202212,478,115,138,1,198,5,624,214,1671,774,560,696,418,173,28,1665,4220,0,301,18452,9904,5710,6111,755,1655,11381,3461
2022-03-27,202213,522,69,136,0,165,5,683,221,2131,984,694,806,445,259,42,1819,4880,1,314,21483,11662,6651,6475,867,1759,11007,3916
2022-04-03,202214,470,74,101,0,168,8,740,233,2198,1351,909,746,520,359,69,1940,5489,0,379,24569,12478,7083,6199,939,1773,11106,3911
2022-04-10,202215,514,99,88,1,167,5,731,194,2109,1413,1177,861,580,477,63,1736,6327,0,367,27108,14560,7786,7550,1099,1812,10478,3952
2022-04-17,202216,486,93,110,1,200,4,749,251,2872,1675,1874,1127,769,682,119,1922,6402,0,446,27826,14836,8417,7716,1278,1925,10175,4718
2022-04-24,202217,426,83,78,1,179,3,730,326,2821,1719,2175,1135,831,993,86,1928,6454,0,564,29820,14384,7320,6618,1703,1808,10544,4257
2022-05-01,202218,465,84,94,0,206,4,749,347,2126,2268,2270,1306,1008,1366,140,1935,6889,0,713,33083,16806,8326,5503,2145,1535,9894,3412
2022-05-08,202219,375,90,103,2,204,7,707,311,1925,2622,2253,1573,920,1651,179,1753,5979,0,856,25417,12121,6540,3536,1434,1367,8217,3160
2022-05-15,202220,321,70,83,2,158,5,636,303,1465,2787,2772,1604,754,2138,206,1617,4334,0,706,16388,7652,5271,2874,901,1150,5773,3201
2022-05-22,202221,277,51,80,0,100,7,567,243,1059,2431,2691,1243,635,2159,225,1201,2804,0,624,10403,4560,3489,1447,768,855,4159,2253
2022-05-29,202222,276,58,74,5,101,4,513,288,1192,2618,2877,1385,576,2287,241,1062,2542,0,580,8853,3342,2442,1147,817,756,4064,1821
2022-06-05,202223,214,34,58,0,95,4,407,211,868,2395,2524,1452,588,2038,288,836,2058,0,460,7106,2471,1361,475,653,592,3299,1516
2022-06-12,202224,176,30,66,0,78,6,359,197,833,2133,2082,1245,555,2031,263,620,1415,1,301,4841,1879,971,280,475,394,2582,1171
2022-06-19,202225,196,27,45,1,83,4,288,201,752,1819,1860,1226,514,1987,246,554,1242,0,280,3869,1493,878,190,423,395,2430,1004
2022-06-26,202226,166,24,40,4,90,5,258,178,648,1459,1527,1197,406,1503,214,513,893,0,236,3225,1313,570,193,471,349,1821,739
2022-07-03,202227,151,29,56,1,62,3,215,169,457,1135,1455,1036,338,1603,273,409,694,0,228,2576,1063,421,158,437,278,1389,504
2022-07-10,202228,163,43,47,2,58,7,169,168,352,1013,1383,957,277,1390,234,397,623,0,217,2148,889,308,134,407,228,1265,436
2022-07-17,202229,130,42,42,0,66,4,147,115,223,981,1201,813,327,1163,224,331,497,0,212,1772,798,202,103,308,196,1090,358
2022-07-24,202230,128,33,36,4,60,3,135,112,126,970,1096,738,305,877,268,282,468,0,173,1621,658,161,72,287,149,993,379
2022-07-31,202231,116,28,63,2,57,1,139,93,134,1058,1079,673,314,1035,231,305,403,0,159,1375,449,134,51,320,164,913,340
2022-08-07,202232,97,16,37,1,44,3,96,96,132,761,981,542,348,927,149,309,357,0,148,1066,334,81,44,236,144,928,355
2022-08-14,202233,85,19,36,5,44,2,97,101,78,785,786,518,298,795,156,304,295,0,117,814,294,84,35,212,134,836,331
2022-08-21,202234,62,11,26,1,53,5,80,105,59,694,627,315,273,588,134,284,280,0,103,845,355,75,28,181,125,795,338
2022-08-28,202235,61,8,46,0,43,2,74,66,32,529,519,358,288,454,87,222,239,0,90,742,331,63,19,198,109,944,384
2022-09-04,202236,80,15,58,1,41,2,41,66,41,504,377,292,251,414,98,197,286,0,89,729,316,57,22,168,106,955,426
2022-09-11,202237,67,17,144,0,42,8,66,64,26,420,335,249,219,367,84,188,330,0,93,716,291,59,9,180,103,938,415
2022-09-18,202238,101,15,149,5,46,3,61,75,19,332,291,220,171,351,84,200,311,0,77,653,248,53,17,190,92,955,416
2022-09-25,202239,82,20,245,1,41,3,73,59,14,315,217,192,195,221,73,188,294,0,96,604,241,53,17,229,93,902,485
2022-10-02,202240,81,16,256,1,44,5,55,92,16,247,200,161,193,135,82,231,348,0,100,731,288,24,17,245,97,952,426
2022-10-09,202241,99,31,250,2,60,5,47,58,19,216,162,190,205,133,43,207,417,0,106,684,266,46,8,234,94,921,435
2022-10-16,202242,114,38,196,5,44,4,47,68,17,186,155,142,229,138,38,202,464,1,106,716,366,45,14,276,152,867,469
2022-10-23,202243,104,43,161,2,52,1,55,28,13,132,158,122,162,79,34,168,467,1,104,747,422,25,11,333,127,762,365
2022-10-30,202244,151,35,147,6,26,1,47,58,15,133,107,116,65,79,29,81,357,3,87,749,439,24,14,347,133,649,236
2022-11-06,202245,152,40,129,1,34,3,54,51,21,165,45,119,41,79,13,71,320,7,92,895,563,37,31,362,203,949,319
2022-11-13,202246,202,30,117,3,37,2,74,57,24,161,36,82,24,79,9,61,325,5,77,957,680,46,34,395,199,959,356
2022-11-20,202247,278,20,118,4,30,3,97,45,28,143,44,54,32,62,7,61,405,8,58,1131,777,55,35,444,200,921,401
2022-11-27,202248,299,30,110,2,29,3,83,31,11,142,24,56,34,40,8,63,383,16,50,1361,791,80,58,239,192,923,436
2022-12-04,202249,205,12,87,0,25,2,110,34,4,106,20,67,24,40,8,67,368,13,50,1651,933,131,77,186,166,842,532
2022-12-11,202250,247,12,52,0,7,0,121,16,1,74,18,34,25,22,2,59,367,12,63,2090,1096,136,94,119,173,680,548
2022-12-18,202251,176,13,44,0,14,2,72,8,4,47,5,29,26,21,4,60,253,50,50,1624,939,165,91,43,117,327,439
2022-12-25,202252,302,44,81,1,62,8,54,39,15,65,32,45,39,19,13,194,764,362,109,1321,553,95,43,112,150,527,456
2023-01-01,202301,810,133,198,1,144,12,63,95,58,163,117,98,68,50,50,701,2403,1337,259,2607,440,61,13,531,451,1532,692
2023-01-08,202302,864,127,195,2,186,13,89,78,57,127,106,84,97,55,44,818,3149,1493,288,2811,457,75,37,617,503,1554,699
2023-01-15,202303,836,155,198,4,209,19,185,96,77,170,118,90,85,46,43,851,4424,2253,373,3671,574,98,19,596,657,1785,794
2023-01-22,202304,806,180,214,2,191,28,151,112,112,226,119,138,90,35,56,1083,5348,2313,464,4862,742,173,27,805,642,1596,718
2023-01-29,202305,686,191,251,4,269,27,118,149,123,240,150,113,111,51,75,1281,8307,3215,593,6361,1050,343,60,1125,755,2097,891
2023-02-05,202306,777,196,277,3,242,12,143,175,161,246,107,138,154,68,63,1431,10747,4401,888,8269,1588,524,122,1401,1049,2116,940
2023-02-12,202307,604,204,180,1,194,11,109,144,158,274,102,117,133,54,38,1142,11147,4541,650,9431,2332,623,104,1665,1006,1867,790
2023-02-19,202308,590,192,148,1,183,19,152,198,201,354,138,134,180,56,54,1286,12762,5242,855,10637,2645,806,207,1729,898,1863,883
2023-02-26,202309,652,257,167,1,208,22,139,304,274,482,161,169,209,78,64,1302,16314,6096,1203,14223,4357,1629,348,2174,1051,2230,875
2023-03-05,202310,716,231,143,1,274,17,127,339,298,577,161,202,395,74,55,1429,19615,6575,1254,17177,6350,2550,562,2701,1063,2320,976
2023-03-12,202311,491,288,125,0,300,18,141,304,340,561,127,226,407,91,75,1375,22052,7073,1516,19554,8200,4311,960,2631,989,2423,934
2023-03-19,202312,398,231,119,1,308,14,184,255,368,614,211,326,389,110,63,1406,24680,7201,1983,23368,12578,6848,1598,3141,1263,3044,1095
2023-03-26,202313,373,197,122,2,208,11,214,192,435,581,289,306,429,121,81,1230,25995,7397,1926,25346,15598,9873,2125,3257,1227,2970,1086
2023-04-02,202314,263,177,125,2,163,9,177,162,363,444,396,319,362,159,59,1145,25014,6403,1792,24744,16812,12109,2773,3018,1221,2275,921
2023-04-09,202315,300,198,106,1,169,14,222,200,375,543,489,428,317,163,85,1430,28928,6277,2136,26166,20908,13011,3418,3223,1480,2847,1207
2023-04-16,202316,241,203,153,2,136,17,151,206,397,509,464,333,265,146,72,1342,25885,5632,1743,22349,19158,13663,3888,2797,1410,2611,1097
2023-04-23,202317,159,126,135,2,125,21,151,151,376,476,324,244,214,127,56,1393,22023,4968,1782,18693,15635,12840,3223,2146,1200,2396,1032
2023-04-30,202318,192,134,143,2,141,7,110,150,357,636,323,286,219,147,86,1663,22246,5199,1985,18066,16117,12822,3739,2427,1361,2599,1092
2023-05-07,202319,138,87,127,3,115,12,112,121,352,689,233,239,216,137,81,1603,20156,4714,1991,16828,15109,12733,3198,2272,1087,2382,935
2023-05-14,202320,119,103,131,1,112,9,142,101,361,666,229,231,188,111,67,1628,16231,4231,1834,13732,11907,10460,3082,1854,994,2105,958
2023-05-21,202321,97,77,89,3,121,5,101,69,282,615,216,223,166,126,67,1429,10976,3489,1495,8174,7831,7222,2353,1316,823,1511,730
2023-05-28,202322,71,60,65,2,119,22,87,75,257,512,171,198,152,124,119,1602,8363,3524,1368,6067,5781,6145,1852,1095,672,1360,745
2023-06-04,202323,76,60,75,1,97,17,60,68,217,475,108,173,119,137,109,1467,6261,3147,1397,4292,4243,4641,1151,830,607,1077,655
2023-06-11,202324,74,27,69,2,109,13,64,67,214,514,142,158,182,151,127,1505,5239,3113,1401,3507,2870,4080,1106,527,493,1077,706
2023-06-18,202325,84,41,78,4,77,15,44,74,204,424,151,158,149,131,85,1330,3907,2874,1286,2320,1759,2525,459,371,445,868,589
2023-06-25,202326,57,29,90,0,79,18,34,92,141,362,122,134,162,130,103,1258,2582,2233,929,1773,1499,1919,396,412,410,727,438
2023-07-02,202327,48,27,103,1,58,17,35,78,110,340,96,140,148,121,124,1238,1895,1887,791,1267,1220,1638,441,366,346,622,466
2023-07-09,202328,49,37,115,5,49,19,27,67,140,339,122,114,186,149,85,1328,1506,1666,673,1066,878,1100,254,305,274,616,500
2023-07-16,202329,41,33,93,1,72,18,28,47,73,291,100,96,168,117,105,1285,1336,1204,583,862,643,742,124,231,235,577,406
2023-07-23,202330,29,23,89,4,61,24,41,51,73,253,92,100,128,112,72,881,1126,1200,478,768,579,486,115,154,214,527,361
2023-07-30,202331,25,32,57,3,83,43,30,44,75,272,109,98,200,121,59,974,1027,1088,536,781,555,464,109,140,247,599,445
2023-08-06,202332,49,40,46,8,75,56,23,43,58,216,95,99,161,121,84,815,1020,930,464,704,508,341,113,157,181,567,382
2023-08-13,202333,34,34,75,21,91,43,26,43,49,210,65,75,167,102,75,695,928,798,420,803,489,349,76,111,174,689,396
2023-08-20,202334,37,26,65,11,73,80,18,28,46,224,83,76,159,85,69,596,875,854,387,689,488,250,44,76,157,627,365
2023-08-27,202335,19,37,67,23,47,98,18,31,46,188,73,84,123,86,57,611,839,700,332,685,378,245,49,77,130,683,399
2023-09-03,202336,20,18,77,4,56,49,15,24,33,134,72,75,129,71,53,466,707,631,308,648,354,237,18,59,131,676,437
2023-09-10,202337,32,33,75,18,61,50,19,24,40,133,74,77,136,63,36,415,959,768,418,800,459,268,42,72,124,820,444
2023-09-17,202338,25,52,73,14,50,46,16,34,33,104,107,77,129,47,51,419,1046,835,443,846,488,258,33,77,119,869,395
2023-09-24,202339,34,36,57,16,46,30,16,17,16,88,107,82,136,62,38,355,1004,856,386,827,503,205,27,59,126,735,371
2023-10-01,202340,36,55,72,2,35,34,11,20,26,122,98,88,143,53,30,415,1192,900,391,889,557,185,39,50,136,860,359
2023-10-08,202341,37,54,55,7,45,23,14,24,22,85,91,76,136,48,44,356,1203,791,351,791,529,176,37,53,130,680,252
2023-10-15,202342,73,63,73,1,57,13,34,22,29,88,97,111,159,57,37,378,1547,864,451,1001,665,216,34,99,163,816,355
2023-10-22,202343,60,110,82,1,39,8,13,8,25,86,81,58,113,47,39,331,1730,790,470,1040,586,202,41,87,168,769,281
2023-10-29,202344,49,138,62,2,37,34,28,16,14,61,137,71,134,33,41,346,1921,842,519,1035,676,211,57,72,143,769,365
2023-11-05,202345,47,225,115,2,48,25,33,25,24,78,126,93,162,45,58,386,2914,1028,734,1382,1027,287,44,73,207,1053,503
2023-11-12,202346,30,264,114,4,55,20,27,21,26,63,124,80,123,36,78,370,3016,805,730,1362,1078,258,40,79,175,951,590
2023-11-19,202347,32,364,153,2,62,28,53,28,26,84,149,102,157,39,82,357,4362,944,1094,2007,1397,483,64,86,237,1170,944
2023-11-26,202348,37,534,156,7,75,17,69,35,25,75,104,93,191,32,83,388,5006,914,1236,2276,1473,687,82,94,250,1332,1255
2023-12-03,202349,35,877,204,3,64,24,68,11,30,81,131,95,232,35,81,380,5472,931,1533,2665,2042,830,103,117,273,1198,1671
2023-12-10,202350,30,1105,300,9,56,14,84,17,30,64,139,67,168,22,81,307,6086,904,1863,3170,3172,1071,190,112,226,993,2468
2023-12-17,202351,10,514,313,13,34,6,80,5,24,26,148,61,100,16,43,185,4756,831,1513,2937,2582,961,227,104,89,706,2833
2023-12-24,202352,22,474,256,2,49,18,71,13,25,28,61,54,95,33,10,207,5562,609,1821,3084,2699,539,203,80,172,1203,3680
2023-12-31,202401,89,818,597,2,181,145,48,53,88,77,135,55,97,71,19,668,18361,29,4432,7395,5545,784,344,193,576,3670,8565
2024-01-07,202402,99,554,512,6,234,212,53,82,137,75,122,97,70,62,34,838,23289,1459,5147,9320,7157,894,451,269,621,4031,8713
2024-01-14,202403,154,526,657,6,327,223,61,83,97,106,146,105,95,64,21,1058,35679,2078,7409,13718,9853,1294,765,383,897,5399,13135
2024-01-21,202404,182,410,429,16,387,210,61,75,111,148,139,93,126,81,25,1550,54266,2567,9524,19738,12069,1687,1226,484,1062,8373,19232
2024-01-28,202405,183,322,445,10,595,445,118,124,203,182,164,160,188,129,27,2840,75435,3586,12489,23881,12503,2446,1644,470,1302,12515,22583
2024-02-04,202406,232,206,519,4,681,471,129,214,321,184,216,157,271,159,35,4144,89803,4443,17780,32307,15589,4474,2609,571,1522,14475,21745
2024-02-11,202407,289,162,504,18,1071,599,131,397,436,213,389,328,520,264,63,5990,102825,6337,24277,44975,20877,7205,4322,820,1654,16496,21486
2024-02-18,202408,552,175,478,14,1172,630,174,602,681,305,767,655,934,526,115,10651,127746,8708,28482,56898,25328,10568,5536,808,1921,18879,23166
2024-02-25,202409,540,173,457,7,1243,680,232,747,675,442,948,908,1185,587,122,14648,134412,10880,27774,71633,27235,13489,7110,881,1801,19539,21990
2024-03-03,202410,604,146,420,11,1139,590,252,768,817,474,1204,1017,1331,543,103,16541,135296,11438,25296,85211,33358,15856,10051,1031,1569,19170,19205
2024-03-10,202411,459,131,367,18,1183,370,253,933,848,471,1309,977,1389,565,102,18217,136191,11994,22979,101311,38947,19536,11808,1211,1687,20213,17170
2024-03-17,202412,353,85,267,7,1134,342,286,1053,777,493,1175,1025,1428,590,92,19414,138287,11040,18686,131757,44527,26824,14062,1186,1659,19441,15588
2024-03-24,202413,157,106,174,6,947,370,232,744,616,502,899,706,1114,455,98,17522,103743,8520,12834,124266,42983,27959,15549,1013,1315,15771,10347
2024-03-31,202414,203,97,229,9,1041,425,252,844,814,826,1024,841,1458,524,131,20115,106759,8889,15220,141429,47183,30640,18827,1088,1902,19248,10614
2024-04-07,202415,134,99,168,5,873,321,318,772,736,890,901,735,1185,632,90,18026,97286,7381,12581,156578,45933,32598,21333,1167,1866,19706,9539
2024-04-14,202416,151,120,166,10,834,304,348,668,738,832,795,659,1281,583,70,16006,76286,6700,10197,150206,45158,31375,21584,953,2090,19600,7332
2024-04-21,202417,126,90,108,8,655,211,272,447,674,662,639,447,1018,538,80,12596,60440,5408,8244,143270,35458,27037,18923,928,2077,17751,5581
2024-04-28,202418,79,77,102,5,541,198,247,375,541,666,505,375,936,572,63,11063,55118,4792,7996,148267,37950,23414,15905,966,2354,17278,4417
2024-05-05,202419,69,54,94,7,521,175,198,311,601,532,504,385,863,575,64,9761,45496,4824,7266,159561,40183,24412,14125,1044,2347,15524,3696
2024-05-12,202420,53,35,93,19,426,190,208,216,673,461,397,361,840,650,54,7540,35092,4189,5873,149098,33762,21083,14415,860,1823,12494,3192
2024-05-19,202421,32,38,81,35,341,162,164,204,620,420,341,298,806,573,56,5799,26097,3385,4986,111943,21564,10493,4347,486,1421,9812,2828
2024-05-26,202422,28,48,63,26,253,171,133,133,497,346,262,238,670,591,59,3859,15334,2372,2957,70482,12512,6745,3793,269,830,6750,2019
2024-06-02,202423,32,28,57,36,334,205,77,108,527,351,243,247,672,641,78,2946,10445,2365,2615,45666,7810,4970,2294,229,1002,5701,1356
2024-06-09,202424,34,33,46,41,328,201,63,88,430,366,227,263,643,767,68,2245,7644,2021,2149,41835,8434,4685,2829,324,845,4835,886
2024-06-16,202425,32,27,45,30,281,206,51,92,313,304,224,186,715,775,51,1599,5421,1710,1728,34116,6874,3774,2835,245,841,3569,586
2024-06-23,202426,27,33,61,30,269,188,40,63,201,249,297,191,575,625,48,1371,3838,1455,1409,23046,4288,2449,1663,141,579,2733,298
2024-06-30,202427,25,32,79,23,255,292,39,48,193,291,319,234,595,793,46,1259,2926,1276,1187,14991,2680,1371,846,87,582,2521,344
2024-07-07,202428,22,25,76,25,233,257,19,37,185,233,269,194,437,825,54,1124,2010,1001,870,10192,1343,705,357,49,391,1817,290
2024-07-14,202429,22,24,77,12,199,271,15,23,194,184,275,211,577,721,48,983,1644,905,878,7720,1081,484,322,40,256,1420,205
2024-07-21,202430,17,17,67,17,184,231,15,27,160,145,202,192,420,674,39,753,1127,824,742,6532,1141,490,283,41,299,1355,218
2024-07-28,202431,23,26,74,11,196,296,18,27,118,176,228,202,303,488,39,680,1053,676,685,5554,907,400,252,50,284,1398,247
2024-08-04,202432,22,28,75,26,188,219,10,28,104,184,222,213,308,454,44,595,864,610,570,4468,707,299,165,28,226,1072,232
2024-08-11,202433,15,29,71,17,158,195,9,24,77,153,189,201,297,406,30,541,828,550,482,3877,527,226,145,27,164,1001,259
2024-08-18,202434,20,22,73,13,191,183,12,25,80,130,154,162,329,316,42,473,945,547,507,3492,533,204,124,30,146,912,227
2024-08-25,202435,18,20,93,21,163,133,14,27,73,107,141,161,245,313,22,402,712,501,432,2993,417,115,117,22,138,789,196
2024-09-01,202436,7,23,87,10,134,115,11,20,58,92,142,151,310,258,25,385,827,526,521,3326,506,99,135,15,147,801,184
2024-09-08,202437,17,38,110,8,164,108,14,24,41,95,127,132,297,243,22,401,800,480,584,3276,555,97,136,21,116,825,193
2024-09-15,202438,9,31,75,9,175,111,15,24,33,78,138,122,321,244,15,337,893,535,425,3071,500,112,109,39,138,744,181
2024-09-22,202439,7,38,66,14,132,96,4,17,26,90,122,108,267,185,13,314,856,553,404,3113,551,117,129,39,76,631,199
2024-09-29,202440,4,73,60,9,128,100,7,20,39,55,90,107,234,160,25,234,891,587,368,3067,544,129,119,27,98,656,186
2024-10-06,202441,6,76,87,13,83,74,5,14,37,60,125,118,231,137,13,278,852,516,364,2801,489,139,99,31,80,720,179
2024-10-13,202442,13,76,77,5,102,70,7,15,43,64,116,114,240,120,18,310,842,649,333,3148,540,141,122,26,94,728,158
2024-10-20,202443,7,88,92,5,114,56,14,16,36,61,102,139,247,100,10,291,1011,748,412,3066,599,143,123,28,100,863,203
2024-10-27,202444,12,104,122,6,122,56,10,25,26,37,140,125,245,106,11,307,1130,647,388,3388,668,176,134,36,113,970,261
2024-11-03,202445,10,97,89,5,138,29,14,20,32,46,117,111,255,90,17,331,1339,925,421,3410,623,179,144,41,132,1089,325
2024-11-10,202446,20,138,70,4,157,47,13,24,33,53,97,109,229,77,7,306,1539,973,333,3854,667,185,126,31,173,1219,323
2024-11-17,202447,14,183,132,2,194,31,29,24,29,83,94,128,264,64,9,366,2002,1342,312,4800,766,187,99,41,226,1612,469
2024-11-24,202448,14,193,96,3,150,22,18,17,46,55,115,111,282,54,11,412,2223,1640,377,5494,756,164,155,35,305,1678,377
2024-12-01,202449,23,265,141,4,185,26,21,15,25,47,111,126,209,60,10,434,2462,2106,392,7020,776,283,130,39,455,1959,422
2024-12-08,202450,18,375,128,4,195,21,30,22,38,32,120,135,239,65,7,451,2613,2687,426,8914,832,393,99,70,555,1771,359
2024-12-15,202451,20,419,102,3,206,27,16,9,26,45,133,100,259,63,4,437,2297,3252,330,9136,823,310,95,56,641,1595,335
2024-12-22,202452,7,436,108,2,181,31,18,12,24,18,102,105,206,61,7,365,1788,2781,335,10964,855,390,84,92,648,1540,287
2024-12-29,202501,33,505,145,3,289,47,31,23,40,35,67,92,215,68,12,477,2635,1836,585,19615,1153,476,149,137,1007,1803,353
2025-01-05,202502,26,540,160,3,491,96,60,41,71,64,87,100,253,72,9,589,3752,1962,720,24071,1434,459,205,206,1612,2650,402
2025-01-12,202503,32,536,170,4,678,84,57,69,103,78,102,143,237,61,6,683,4881,1982,762,28033,1712,467,222,255,2060,2648,344
2025-01-19,202504,60,629,193,6,682,110,98,90,130,82,129,190,254,43,9,909,6260,2053,955,33655,2084,513,262,278,2198,3405,384
2025-01-26,202505,96,664,173,7,755,140,85,123,144,104,125,175,279,59,13,821,6651,1954,1256,37750,2331,511,267,340,1991,3880,394
2025-02-02,202506,127,670,177,5,862,132,99,168,172,72,127,211,364,81,14,968,7524,1614,1832,36926,2526,476,319,347,1810,4075,476
2025-02-09,202507,72,601,219,9,930,137,159,209,230,89,149,300,394,85,18,1070,8539,1339,2164,42357,3664,492,471,416,1768,4253,431
2025-02-16,202508,59,665,199,5,782,146,129,333,236,106,164,360,475,74,12,1103,9394,1430,1824,47113,4810,644,736,445,1651,4128,455
2025-02-23,202509,109,580,174,10,681,99,95,207,234,78,166,161,339,70,12,924,7792,978,1273,49131,5328,669,943,491,1138,3612,397
2025-03-02,202510,161,370,221,11,684,70,99,212,255,99,159,173,354,63,11,969,8021,909,1409,54900,6381,851,1266,592,1146,3562,355
2025-03-09,202511,232,382,276,10,674,70,99,304,266,166,254,223,530,78,14,1177,9433,964,1429,58979,7466,1138,2282,631,1116,3957,413
2025-03-16,202512,369,422,200,9,681,69,112,374,359,196,244,199,608,115,18,1184,9635,975,1397,60474,8128,1335,2930,823,1014,3734,379
2025-03-23,202513,328,305,250,5,634,61,85,335,327,237,255,199,673,172,19,1202,9621,928,1243,54648,8780,1495,5033,809,1043,3841,346
2025-03-30,202514,167,235,281,10,617,53,157,343,397,287,307,219,839,149,42,1240,9456,947,1469,52158,9467,2027,7336,717,992,4012,291
2025-04-06,202515,90,179,242,14,555,41,157,250,364,258,338,248,860,132,43,1158,8716,882,1516,46191,8537,2125,7368,774,1240,3753,278
2025-04-13,202516,115,215,207,21,522,55,227,179,324,280,295,271,838,147,45,960,7362,922,1232,38213,6849,2023,7517,802,1071,3712,277
2025-04-20,202517,133,207,202,19,604,33,271,273,384,343,432,311,831,224,71,1369,9002,1004,1369,39231,7716,2443,9441,940,1253,4397,352
2025-04-27,202518,169,207,166,25,557,32,315,315,294,437,435,246,652,162,73,1184,7973,855,1234,32553,6608,2177,8327,874,1142,4540,354
2025-05-04,202519,158,223,187,23,575,41,329,331,347,528,495,261,691,162,78,1195,7786,1087,1361,30041,7192,2555,8571,1070,1356,4699,418
2025-05-11,202520,119,289,154,21,454,20,340,199,298,529,333,210,556,145,80,1047,6129,1110,1178,24348,7016,2652,8930,1209,1427,3747,301
2025-05-18,202521,45,247,139,28,258,8,238,107,197,438,257,234,401,107,80,820,3757,1191,1019,17902,6518,2640,7826,1394,1212,2280,352
2025-05-25,202522,9,39,30,14,37,0,116,10,35,120,112,139,123,32,19,219,846,640,362,5461,2221,1581,2500,410,271,496,166
